,Order ID,Gender,Visting,PaperlessBilling,PaymentMethod,Monthly Spending,Total Spending,Churn
1335,CA-2016-122133,Female,Month-to-month,Yes,Mailed check,45.0,96.45,Yes
1336,US-2017-123281,Male,Month-to-month,No,Bank transfer (automatic),75.35,1114.55,No
1337,CA-2017-100524,Male,Two year,No,Bank transfer (automatic),20.4,609.1,No
1338,CA-2017-100524,Male,Month-to-month,No,Mailed check,20.15,20.15,Yes
1339,CA-2017-100524,Female,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,Yes
1340,CA-2017-113481,Male,Two year,No,Credit card (automatic),56.05,7133.25,No
1341,CA-2017-113481,Male,Month-to-month,Yes,Credit card (automatic),54.7,169.45,Yes
1342,CA-2017-113481,Male,Two year,No,Mailed check,20.0,141.6,No
1343,CA-2015-131758,Male,One year,Yes,Credit card (automatic),73.05,4688.65,No
1344,CA-2015-131758,Male,Month-to-month,No,Mailed check,20.5,563.05,No
1345,CA-2014-118339,Male,One year,Yes,Credit card (automatic),100.75,5985.0,No
1346,CA-2014-118339,Male,Month-to-month,Yes,Electronic check,87.25,1258.6,Yes
1347,CA-2014-118339,Female,Two year,Yes,Mailed check,19.95,373.5,No
1348,CA-2014-118339,Male,Month-to-month,Yes,Electronic check,79.95,857.2,Yes
1349,CA-2014-118339,Female,Month-to-month,Yes,Electronic check,49.65,2553.35,No
1350,CA-2014-153976,Male,Two year,No,Mailed check,65.65,4322.85,No
1351,CA-2016-162901,Female,Month-to-month,Yes,Electronic check,20.45,250.8,No
1352,CA-2017-162978,Male,Two year,No,Bank transfer (automatic),60.95,4549.05,No
1353,CA-2017-162978,Male,One year,Yes,Electronic check,20.35,1359.5,No
1354,CA-2017-162978,Female,Month-to-month,Yes,Electronic check,88.35,1639.3,Yes
1355,US-2014-160444,Female,Month-to-month,Yes,Electronic check,19.5,178.85,No
1356,US-2014-160444,Female,Month-to-month,Yes,Credit card (automatic),75.2,633.85,No
1357,CA-2016-145247,Female,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1,No
1358,CA-2017-160045,Female,Month-to-month,No,Mailed check,70.15,735.5,No
1359,US-2014-151925,Male,Month-to-month,Yes,Electronic check,94.75,889.9,Yes
1360,CA-2017-125199,Female,Month-to-month,Yes,Electronic check,95.05,1290.0,Yes
1361,CA-2017-125199,Male,Month-to-month,No,Electronic check,78.45,330.05,Yes
1362,CA-2017-125199,Female,Month-to-month,Yes,Electronic check,70.2,237.95,Yes
1363,US-2017-155425,Female,Two year,No,Bank transfer (automatic),92.0,6474.4,No
1364,US-2017-155425,Female,Two year,No,Credit card (automatic),85.5,4421.95,No
1365,US-2017-155425,Male,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7,Yes
1366,US-2017-155425,Female,Month-to-month,Yes,Electronic check,85.6,813.85,Yes
1367,US-2017-155425,Female,Month-to-month,Yes,Electronic check,82.15,4904.85,No
1368,CA-2017-133249,Male,One year,No,Electronic check,84.4,4484.05,No
1369,US-2015-103471,Female,Month-to-month,Yes,Mailed check,60.9,2033.85,No
1370,US-2015-103471,Female,Two year,Yes,Bank transfer (automatic),20.25,538.2,No
1371,CA-2017-136672,Female,Month-to-month,Yes,Electronic check,79.2,79.2,Yes
1372,US-2014-157021,Female,Month-to-month,No,Mailed check,95.3,2192.9,No
1373,US-2014-157021,Male,Month-to-month,No,Mailed check,19.85,19.85,No
1374,CA-2015-120362,Female,Two year,Yes,Mailed check,84.35,3858.05,No
1375,CA-2014-126361,Female,Two year,Yes,Bank transfer (automatic),19.85,854.8,No
1376,CA-2014-126361,Female,One year,Yes,Mailed check,70.0,347.4,Yes
1377,CA-2014-126361,Male,Two year,No,Bank transfer (automatic),82.3,5815.15,No
1378,CA-2014-126361,Male,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4,No
1379,CA-2014-126361,Male,Two year,Yes,Bank transfer (automatic),44.6,3058.15,No
1380,CA-2014-126361,Male,One year,Yes,Bank transfer (automatic),98.45,6145.2,No
1381,US-2016-100566,Female,Month-to-month,No,Mailed check,70.7,129.2,No
1382,US-2016-108504,Male,One year,No,Mailed check,24.95,1165.9,No
1383,US-2016-108504,Female,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,Yes
1384,US-2016-108504,Male,Month-to-month,Yes,Electronic check,69.25,1554.0,Yes
1385,US-2016-108504,Male,Two year,Yes,Credit card (automatic),102.5,4904.25,No
1386,US-2016-108504,Female,Two year,No,Credit card (automatic),86.55,5632.55,No
1387,US-2016-108504,Female,Two year,No,Bank transfer (automatic),24.3,1643.25,No
1388,US-2016-108504,Female,Month-to-month,Yes,Credit card (automatic),58.35,740.55,No
1389,US-2016-108504,Male,Month-to-month,Yes,Electronic check,94.25,3217.55,Yes
1390,US-2016-108504,Female,Two year,No,Credit card (automatic),68.75,4888.2,No
1391,US-2016-108504,Female,Month-to-month,Yes,Electronic check,85.8,2440.25,No
1392,US-2016-108504,Female,One year,No,Credit card (automatic),20.1,620.55,No
1393,CA-2017-124828,Male,Month-to-month,No,Mailed check,20.35,20.35,No
1394,US-2017-117247,Female,One year,Yes,Electronic check,110.8,6840.95,No
1395,US-2017-117247,Female,One year,Yes,Electronic check,73.0,3001.2,Yes
1396,CA-2016-124485,Female,One year,Yes,Credit card (automatic),100.05,6254.2,Yes
1397,CA-2016-124485,Female,Month-to-month,Yes,Credit card (automatic),82.85,319.6,No
1398,CA-2016-124485,Male,Month-to-month,Yes,Electronic check,84.35,1938.05,No
1399,CA-2016-124485,Male,One year,No,Mailed check,19.55,294.5,No
1400,CA-2016-159212,Female,Month-to-month,No,Mailed check,19.95,58.3,No
1401,CA-2016-159212,Male,Month-to-month,Yes,Credit card (automatic),99.8,442.85,Yes
1402,US-2016-161396,Male,Month-to-month,Yes,Electronic check,35.0,553.0,Yes
1403,US-2016-161396,Male,Month-to-month,Yes,Electronic check,66.25,546.45,No
1404,US-2014-118486,Female,Two year,No,Bank transfer (automatic),23.3,797.1,No
1405,US-2014-118486,Male,Month-to-month,No,Electronic check,76.0,76.0,Yes
1406,US-2014-118486,Male,Two year,Yes,Credit card (automatic),25.3,1673.8,No
1407,CA-2016-130407,Female,Two year,Yes,Mailed check,44.55,343.45,No
1408,CA-2016-130407,Female,One year,Yes,Credit card (automatic),104.1,7412.25,No
1409,US-2016-122245,Female,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,No
1410,CA-2017-105144,Male,Month-to-month,Yes,Electronic check,93.85,170.85,Yes
1411,CA-2016-136329,Male,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,No
1412,CA-2016-136329,Male,Month-to-month,Yes,Electronic check,84.3,1308.4,Yes
1413,CA-2014-146640,Male,Two year,No,Credit card (automatic),94.55,6078.75,No
1414,CA-2017-115994,Female,Month-to-month,No,Electronic check,95.5,3418.2,No
1415,CA-2017-115994,Male,One year,Yes,Credit card (automatic),100.3,6603.8,No
1416,CA-2015-126697,Female,Two year,Yes,Credit card (automatic),55.5,3166.9,No
1417,CA-2015-126697,Male,Month-to-month,Yes,Credit card (automatic),49.85,865.75,No
1418,CA-2015-126697,Male,Month-to-month,Yes,Bank transfer (automatic),89.55,6373.1,No
1419,CA-2015-124800,Male,Two year,Yes,Mailed check,19.15,1177.05,No
1420,CA-2015-124800,Female,Month-to-month,Yes,Electronic check,99.8,5985.75,No
1421,CA-2015-124800,Male,Month-to-month,Yes,Credit card (automatic),84.4,732.5,Yes
1422,CA-2015-124800,Female,Two year,Yes,Credit card (automatic),113.05,7869.05,No
1423,CA-2015-124800,Male,Month-to-month,Yes,Electronic check,101.1,1504.05,Yes
1424,CA-2015-124800,Female,One year,No,Mailed check,19.95,936.7,No
1425,CA-2015-124800,Female,Month-to-month,Yes,Electronic check,74.15,741.4,No
1426,US-2015-164448,Female,One year,Yes,Electronic check,92.0,6585.2,No
1427,US-2015-164448,Female,Month-to-month,No,Electronic check,73.85,3122.4,No
1428,US-2015-164448,Female,Month-to-month,Yes,Electronic check,50.45,50.45,Yes
1429,US-2015-164448,Female,Two year,No,Mailed check,24.45,1088.25,No
1430,CA-2017-122700,Male,One year,No,Credit card (automatic),24.8,615.35,No
1431,CA-2014-120768,Female,One year,Yes,Bank transfer (automatic),64.85,2908.2,No
1432,CA-2014-120768,Female,Month-to-month,No,Bank transfer (automatic),20.75,739.9,No
1433,CA-2014-120768,Female,Month-to-month,Yes,Mailed check,68.95,593.85,No
1434,US-2016-153129,Female,Month-to-month,Yes,Mailed check,99.95,1132.75,Yes
1435,CA-2017-106852,Male,Month-to-month,Yes,Credit card (automatic),109.4,7227.45,No
1436,CA-2017-106852,Female,Month-to-month,Yes,Electronic check,91.4,193.6,Yes
1437,CA-2015-139731,Female,Month-to-month,No,Mailed check,49.0,1291.35,No
1438,CA-2015-139731,Female,One year,Yes,Mailed check,50.25,2023.55,No
1439,CA-2017-122735,Male,Month-to-month,Yes,Credit card (automatic),75.55,349.65,Yes
1440,CA-2017-122735,Female,One year,No,Credit card (automatic),19.9,153.95,No
1441,CA-2017-128160,Male,One year,Yes,Bank transfer (automatic),97.8,5458.8,No
1442,CA-2017-117695,Male,One year,No,Electronic check,100.3,5244.45,No
1443,CA-2015-166135,Female,Month-to-month,Yes,Mailed check,55.8,154.55,No
1444,CA-2016-133725,Female,Two year,Yes,Electronic check,111.15,4507.15,No
1445,CA-2017-102337,Male,Month-to-month,Yes,Mailed check,98.55,2031.95,No
1446,CA-2017-102337,Female,Month-to-month,Yes,Electronic check,50.05,50.05,No
1447,CA-2017-102337,Female,Month-to-month,No,Credit card (automatic),80.8,332.45,Yes
1448,US-2014-112564,Male,Month-to-month,No,Electronic check,20.85,473.9,No
1449,CA-2015-145821,Female,Month-to-month,No,Bank transfer (automatic),19.5,106.8,No
1450,US-2015-160150,Male,Month-to-month,Yes,Mailed check,19.35,152.6,No
1451,CA-2016-133711,Male,Month-to-month,No,Mailed check,69.5,1199.4,No
1452,CA-2016-133711,Male,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,No
1453,CA-2016-133711,Male,Month-to-month,Yes,Electronic check,94.5,2979.2,No
1454,CA-2016-133711,Male,Month-to-month,Yes,Mailed check,20.65,654.85,No
1455,CA-2017-148474,Male,Two year,Yes,Credit card (automatic),106.05,3834.4,No
1456,CA-2017-148474,Female,Month-to-month,Yes,Electronic check,100.0,1534.75,Yes
1457,CA-2015-111297,Female,One year,Yes,Electronic check,108.3,4586.15,No
1458,CA-2016-123722,Male,Month-to-month,No,Electronic check,20.55,20.55,Yes
1459,CA-2014-155271,Male,Two year,Yes,Electronic check,99.65,5941.05,No
1460,CA-2015-119907,Male,Month-to-month,Yes,Electronic check,85.3,424.15,Yes
1461,US-2016-128902,Female,Month-to-month,No,Credit card (automatic),95.9,2234.95,No
1462,CA-2016-152289,Female,One year,No,Mailed check,20.0,666.75,No
1463,CA-2016-152289,Female,Month-to-month,No,Electronic check,70.4,281.0,Yes
1464,US-2016-104794,Female,Month-to-month,No,Mailed check,64.95,547.8,No
1465,CA-2014-151708,Male,Month-to-month,No,Credit card (automatic),74.6,74.6,No
1466,CA-2014-151708,Female,Month-to-month,Yes,Electronic check,49.2,571.15,No
1467,CA-2015-100769,Female,One year,Yes,Mailed check,73.75,1756.6,No
1468,CA-2017-139199,Male,One year,Yes,Bank transfer (automatic),92.3,5731.45,No
1469,CA-2017-139199,Male,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,Yes
1470,CA-2017-139199,Male,Month-to-month,No,Mailed check,19.2,156.85,No
1471,US-2015-161466,Male,Month-to-month,No,Credit card (automatic),88.65,2683.2,No
1472,CA-2017-164959,Male,Month-to-month,Yes,Credit card (automatic),74.4,896.75,Yes
1473,US-2015-105676,Female,Month-to-month,Yes,Electronic check,98.75,2407.3,Yes
1474,CA-2016-113138,Female,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,No
1475,CA-2016-113138,Female,Two year,No,Credit card (automatic),105.4,6998.95,No
1476,US-2017-104955,Female,Month-to-month,No,Mailed check,20.25,36.8,No
1477,CA-2016-121958,Male,One year,Yes,Electronic check,106.0,6547.7,Yes
1478,CA-2017-121468,Female,Month-to-month,Yes,Electronic check,104.7,4346.4,Yes
1479,US-2016-108455,Female,One year,Yes,Electronic check,49.05,2265.0,No
1480,US-2016-108455,Female,One year,No,Mailed check,35.55,1309.15,No
1481,US-2016-108455,Female,Two year,Yes,Credit card (automatic),65.1,4754.3,No
1482,CA-2017-101210,Female,Month-to-month,Yes,Electronic check,96.85,1235.55,No
1483,CA-2017-101210,Female,One year,Yes,Credit card (automatic),69.75,3562.5,No
1484,US-2016-108098,Female,Two year,Yes,Electronic check,99.2,7213.75,No
1485,CA-2014-119032,Male,Month-to-month,Yes,Electronic check,96.7,2082.95,Yes
1486,CA-2015-140410,Female,Month-to-month,Yes,Credit card (automatic),55.05,102.75,Yes
1487,CA-2015-140410,Male,One year,Yes,Electronic check,106.8,5914.4,No
1488,CA-2015-140410,Male,Month-to-month,No,Mailed check,51.25,51.25,No
1489,CA-2014-136280,Female,One year,Yes,Mailed check,57.75,1282.85,No
1490,CA-2017-151911,Male,One year,Yes,Bank transfer (automatic),70.85,4738.85,No
1491,CA-2017-166436,Female,Month-to-month,No,Mailed check,19.55,19.55,No
1492,CA-2017-166436,Male,Month-to-month,Yes,Electronic check,88.2,1775.8,Yes
1493,CA-2017-139661,Male,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65,No
1494,CA-2014-123925,Female,One year,Yes,Mailed check,19.75,145.0,Yes
1495,CA-2017-152485,Male,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,No
1496,CA-2017-152485,Female,Month-to-month,Yes,Electronic check,20.25,61.45,No
1497,CA-2017-152485,Male,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,No
1498,CA-2016-141586,Female,Month-to-month,No,Electronic check,75.65,1146.65,Yes
1499,CA-2017-130386,Male,Month-to-month,Yes,Electronic check,94.25,6081.4,No
1500,CA-2017-130386,Female,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,No
1501,CA-2017-130386,Female,Two year,No,Mailed check,19.95,243.65,No
1502,CA-2016-100468,Female,One year,Yes,Electronic check,55.35,2633.95,No
1503,CA-2016-100468,Male,One year,Yes,Bank transfer (automatic),102.15,4735.35,No
1504,CA-2015-153388,Male,Month-to-month,Yes,Electronic check,71.1,1247.75,No
1505,CA-2015-153388,Female,Month-to-month,Yes,Electronic check,74.7,74.7,Yes
1506,CA-2017-154935,Female,Two year,Yes,Bank transfer (automatic),54.1,3794.5,No
1507,CA-2016-134208,Female,Two year,No,Credit card (automatic),19.65,1008.7,No
1508,CA-2017-108294,Male,Month-to-month,Yes,Bank transfer (automatic),88.45,2130.55,No
1509,CA-2017-103611,Male,Month-to-month,Yes,Electronic check,76.65,1313.55,Yes
1510,CA-2017-100384,Male,Two year,No,Credit card (automatic),80.4,5727.15,No
1511,CA-2017-100384,Male,Two year,Yes,Bank transfer (automatic),19.25,1372.9,No
1512,CA-2017-112809,Male,Month-to-month,Yes,Electronic check,84.8,1203.9,No
1513,CA-2017-112809,Female,Month-to-month,Yes,Mailed check,25.8,25.8,Yes
1514,CA-2017-112809,Female,Two year,No,Credit card (automatic),19.5,1215.1,No
1515,US-2017-160759,Female,One year,Yes,Electronic check,68.6,2877.05,No
1516,CA-2017-148446,Female,Month-to-month,No,Electronic check,92.6,1579.7,No
1517,CA-2014-111059,Male,One year,Yes,Electronic check,100.55,5514.95,No
1518,CA-2014-111059,Male,Month-to-month,No,Credit card (automatic),20.55,96.1,No
1519,CA-2017-116204,Male,Month-to-month,Yes,Electronic check,42.6,72.4,Yes
1520,CA-2017-109946,Female,Month-to-month,Yes,Mailed check,19.6,55.25,No
1521,CA-2015-144806,Male,One year,No,Electronic check,67.45,2443.3,No
1522,CA-2015-144806,Female,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes
1523,CA-2015-144806,Female,Month-to-month,No,Mailed check,43.55,335.4,No
1524,CA-2015-144806,Female,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,No
1525,CA-2015-144806,Male,Month-to-month,No,Mailed check,20.65,158.95,No
1526,CA-2016-122392,Female,Month-to-month,No,Electronic check,95.4,293.15,No
1527,CA-2016-122392,Female,Two year,No,Bank transfer (automatic),21.0,1493.75,No
1528,CA-2015-148432,Male,Month-to-month,Yes,Electronic check,56.2,1093.4,No
1529,CA-2015-148432,Male,Two year,No,Bank transfer (automatic),18.4,1057.85,No
1530,CA-2015-103793,Male,Month-to-month,No,Credit card (automatic),90.0,190.05,Yes
1531,CA-2017-159884,Male,Month-to-month,Yes,Electronic check,25.75,882.55,No
1532,CA-2017-159884,Male,Month-to-month,No,Credit card (automatic),19.6,300.4,No
1533,CA-2016-139885,Male,Month-to-month,No,Electronic check,75.35,1025.95,Yes
1534,CA-2017-124086,Male,Two year,No,Credit card (automatic),19.8,1436.95,No
1535,CA-2016-112389,Female,Month-to-month,No,Electronic check,64.2,475.0,No
1536,CA-2016-112389,Female,Two year,Yes,Bank transfer (automatic),75.75,5388.15,No
1537,CA-2017-121888,Female,Two year,Yes,Electronic check,78.95,5730.15,No
1538,CA-2017-121888,Female,Month-to-month,No,Electronic check,100.85,819.55,Yes
1539,CA-2017-121888,Male,Month-to-month,No,Electronic check,50.3,217.1,No
1540,CA-2017-121888,Female,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,No
1541,CA-2014-166884,Male,Two year,No,Bank transfer (automatic),19.85,1434.1,No
1542,CA-2014-166884,Male,Two year,Yes,Electronic check,21.1,937.1,No
1543,CA-2014-107181,Female,Month-to-month,No,Electronic check,69.95,330.15,Yes
1544,CA-2014-107181,Male,Month-to-month,Yes,Mailed check,50.0,1474.9,No
1545,CA-2014-150245,Female,Two year,Yes,Bank transfer (automatic),104.75,6536.5,No
1546,CA-2015-111395,Female,Two year,No,Bank transfer (automatic),19.85,1128.1,No
1547,CA-2015-111395,Male,One year,Yes,Electronic check,107.5,6873.75,Yes
1548,CA-2015-111395,Male,Month-to-month,No,Electronic check,85.9,2199.05,No
1549,CA-2014-134278,Female,Month-to-month,Yes,Mailed check,45.85,45.85,Yes
1550,US-2017-124926,Male,Month-to-month,Yes,Electronic check,80.8,457.1,No
1551,CA-2016-159345,Female,Two year,No,Mailed check,25.25,566.5,No
1552,CA-2014-130274,Female,Two year,No,Bank transfer (automatic),80.55,2471.6,No
1553,CA-2017-158386,Female,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,No
1554,CA-2015-111507,Male,Month-to-month,No,Mailed check,20.9,518.3,No
1555,CA-2017-120761,Male,One year,Yes,Bank transfer (automatic),106.1,5769.75,Yes
1556,CA-2016-109176,Female,Month-to-month,No,Electronic check,91.7,91.7,Yes
1557,CA-2016-109176,Male,Month-to-month,Yes,Electronic check,67.25,832.3,No
1558,CA-2015-112116,Female,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,Yes
1559,CA-2016-126809,Male,Month-to-month,No,Mailed check,20.35,45.3,No
1560,CA-2014-105172,Male,One year,No,Bank transfer (automatic),45.05,1790.6,No
1561,CA-2017-107293,Male,Month-to-month,Yes,Electronic check,74.95,74.95,Yes
1562,US-2017-102890,Female,Month-to-month,No,Mailed check,34.65,246.6,No
1563,CA-2015-158554,Female,Month-to-month,No,Electronic check,69.35,261.65,No
1564,CA-2014-116239,Female,Month-to-month,Yes,Electronic check,95.35,898.35,Yes
1565,CA-2015-132101,Female,Month-to-month,Yes,Electronic check,81.55,4509.5,No
1566,CA-2015-129112,Male,Two year,Yes,Bank transfer (automatic),75.4,5480.25,No
1567,CA-2015-129112,Female,Month-to-month,Yes,Credit card (automatic),67.8,653.15,No
1568,US-2017-152002,Male,Month-to-month,Yes,Electronic check,111.4,1183.05,No
1569,CA-2017-165029,Male,Month-to-month,No,Electronic check,46.3,639.45,No
1570,US-2014-157385,Male,Two year,No,Bank transfer (automatic),20.4,478.75,No
1571,US-2014-157385,Male,Month-to-month,No,Mailed check,20.05,20.05,No
1572,US-2014-157385,Male,Month-to-month,No,Electronic check,45.0,127.1,Yes
1573,US-2014-157385,Female,One year,Yes,Electronic check,96.1,4391.45,No
1574,CA-2014-101602,Male,One year,No,Mailed check,19.65,270.6,No
1575,CA-2014-101602,Male,Month-to-month,No,Electronic check,99.5,6710.5,Yes
1576,CA-2016-109057,Female,One year,Yes,Bank transfer (automatic),60.65,3975.9,No
1577,CA-2016-154403,Male,One year,No,Bank transfer (automatic),98.6,1704.95,Yes
1578,CA-2016-102456,Male,Month-to-month,Yes,Mailed check,59.5,415.95,Yes
1579,CA-2015-131338,Female,Month-to-month,Yes,Electronic check,80.45,950.2,Yes
1580,CA-2015-131338,Female,One year,No,Bank transfer (automatic),71.7,1497.05,No
1581,CA-2015-131338,Male,Month-to-month,Yes,Mailed check,36.0,780.15,No
1582,CA-2015-131338,Male,One year,No,Bank transfer (automatic),65.2,3512.15,No
1583,CA-2015-131338,Male,Month-to-month,Yes,Credit card (automatic),48.95,273.25,No
1584,CA-2015-131338,Female,Two year,Yes,Bank transfer (automatic),53.5,3517.9,No
1585,CA-2015-131338,Female,One year,No,Credit card (automatic),80.45,3375.9,No
1586,CA-2015-131338,Male,Two year,Yes,Bank transfer (automatic),109.05,7508.55,No
1587,CA-2015-131338,Female,Two year,No,Bank transfer (automatic),26.3,1245.05,No
1588,CA-2015-131338,Male,One year,Yes,Electronic check,106.8,5347.95,No
1589,CA-2016-109911,Female,Month-to-month,Yes,Electronic check,64.95,493.65,No
1590,US-2016-132423,Male,Two year,No,Electronic check,19.35,1263.85,No
1591,US-2016-132423,Male,Month-to-month,No,Credit card (automatic),21.1,385.55,No
1592,CA-2015-122826,Male,Month-to-month,Yes,Credit card (automatic),77.95,3384.0,Yes
1593,CA-2014-117317,Male,Month-to-month,No,Mailed check,18.85,84.2,No
1594,CA-2015-118423,Male,Two year,No,Bank transfer (automatic),26.0,1638.7,No
1595,CA-2017-149181,Male,Month-to-month,Yes,Electronic check,74.7,165.4,Yes
1596,CA-2017-132234,Male,Month-to-month,Yes,Electronic check,70.35,120.25,No
1597,CA-2017-158876,Male,Two year,Yes,Bank transfer (automatic),96.9,4473.45,No
1598,CA-2017-158876,Male,Two year,No,Bank transfer (automatic),19.55,520.55,No
1599,CA-2017-158876,Female,Two year,Yes,Bank transfer (automatic),80.4,5717.85,No
1600,CA-2017-158876,Male,Month-to-month,Yes,Electronic check,88.8,88.8,Yes
1601,CA-2016-164672,Female,One year,Yes,Electronic check,94.65,4312.5,No
1602,US-2016-132857,Male,Month-to-month,Yes,Electronic check,90.25,2755.35,Yes
1603,CA-2017-116645,Male,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,Yes
1604,US-2016-115819,Female,One year,No,Credit card (automatic),95.75,6511.25,No
1605,US-2016-115819,Female,Two year,Yes,Credit card (automatic),19.55,1218.65,No
1606,US-2016-115819,Female,Two year,Yes,Credit card (automatic),104.1,7447.7,No
1607,US-2016-115819,Male,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,Yes
1608,US-2016-115819,Male,One year,Yes,Mailed check,20.1,279.5,No
1609,US-2016-115819,Female,One year,Yes,Electronic check,111.55,5720.35,No
1610,CA-2014-156349,Male,Two year,No,Credit card (automatic),60.5,3121.45,No
1611,CA-2014-156349,Male,Two year,Yes,Bank transfer (automatic),90.95,6468.6,No
1612,CA-2014-156349,Female,One year,No,Electronic check,87.4,5918.8,Yes
1613,CA-2017-138380,Female,Month-to-month,No,Mailed check,19.7,675.6,No
1614,US-2016-113509,Male,Two year,Yes,Bank transfer (automatic),50.95,3521.7,No
1615,CA-2015-130022,Female,One year,Yes,Bank transfer (automatic),20.05,923.1,No
1616,CA-2015-130022,Male,Two year,Yes,Mailed check,19.4,1110.35,No
1617,CA-2015-130022,Male,Month-to-month,No,Electronic check,59.45,1611.65,No
1618,US-2016-118780,Male,Month-to-month,Yes,Electronic check,94.75,2293.6,Yes
1619,US-2016-118780,Female,Two year,Yes,Credit card (automatic),81.5,5553.25,No
1620,CA-2017-108560,Male,Month-to-month,No,Bank transfer (automatic),29.05,44.75,No
1621,CA-2017-108560,Male,Month-to-month,Yes,Electronic check,86.45,3029.1,Yes
1622,CA-2017-108560,Male,One year,No,Mailed check,70.6,3231.05,No
1623,CA-2017-108560,Male,Two year,Yes,Bank transfer (automatic),97.2,5129.45,No
1624,CA-2015-157084,Female,One year,Yes,Electronic check,98.25,5508.35,Yes
1625,CA-2015-157084,Female,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,Yes
1626,CA-2015-164539,Male,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,No
1627,CA-2015-143119,Male,Month-to-month,Yes,Mailed check,75.9,866.4,No
1628,CA-2017-101049,Female,Month-to-month,Yes,Electronic check,90.05,2627.2,No
1629,CA-2017-101049,Male,Two year,No,Bank transfer (automatic),70.95,4741.45,No
1630,CA-2016-106530,Male,Month-to-month,Yes,Electronic check,102.6,4009.2,No
1631,CA-2016-106530,Male,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,Yes
1632,CA-2016-106530,Female,One year,Yes,Credit card (automatic),106.1,5082.8,Yes
1633,CA-2016-106530,Male,Month-to-month,No,Electronic check,43.8,43.8,No
1634,CA-2016-106530,Male,Two year,No,Electronic check,59.0,3707.6,No
1635,CA-2014-168984,Male,One year,Yes,Electronic check,69.95,220.45,No
1636,CA-2014-168984,Female,One year,No,Bank transfer (automatic),24.35,1133.7,No
1637,CA-2014-168984,Male,One year,No,Credit card (automatic),29.45,1983.15,No
1638,CA-2016-157266,Female,Two year,Yes,Credit card (automatic),84.4,5746.75,No
1639,CA-2016-157266,Male,Month-to-month,Yes,Electronic check,45.05,770.6,Yes
1640,CA-2016-157266,Female,One year,No,Mailed check,20.65,134.05,No
1641,CA-2016-157266,Female,Two year,Yes,Bank transfer (automatic),87.1,6230.1,No
1642,US-2014-134712,Female,Month-to-month,No,Mailed check,19.85,573.05,No
1643,CA-2015-111829,Male,Month-to-month,Yes,Electronic check,90.35,3419.3,No
1644,CA-2015-111829,Male,Month-to-month,Yes,Mailed check,109.8,3587.25,Yes
1645,CA-2015-111829,Female,Month-to-month,Yes,Electronic check,84.65,3541.35,Yes
1646,CA-2015-105221,Female,One year,No,Mailed check,65.5,3801.3,No
1647,CA-2015-105221,Male,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Yes
1648,CA-2015-120341,Female,Month-to-month,Yes,Electronic check,80.95,4859.1,No
1649,CA-2015-120341,Female,Month-to-month,Yes,Mailed check,56.15,1439.35,No
1650,CA-2014-135699,Male,Month-to-month,No,Mailed check,85.8,85.8,Yes
1651,CA-2014-135699,Female,Month-to-month,Yes,Electronic check,79.1,79.1,Yes
1652,US-2017-132444,Male,Month-to-month,No,Mailed check,34.4,592.75,No
1653,US-2017-132444,Female,Two year,No,Mailed check,20.75,1185.95,No
1654,US-2017-132444,Female,One year,No,Mailed check,18.8,18.8,No
1655,US-2017-132444,Female,Month-to-month,No,Mailed check,44.3,134.5,Yes
1656,US-2017-132444,Female,Month-to-month,No,Electronic check,90.8,4921.2,No
1657,CA-2014-127159,Male,Month-to-month,Yes,Electronic check,25.6,901.25,No
1658,CA-2017-161809,Male,Month-to-month,No,Credit card (automatic),105.95,5341.8,Yes
1659,CA-2017-127285,Male,Two year,No,Credit card (automatic),70.8,4859.95,No
1660,CA-2017-127285,Male,Month-to-month,No,Electronic check,25.4,1139.2,No
1661,CA-2017-144526,Male,Month-to-month,Yes,Bank transfer (automatic),108.8,7082.45,No
1662,CA-2017-144526,Female,Month-to-month,Yes,Electronic check,69.75,324.6,Yes
1663,CA-2016-128531,Male,Month-to-month,Yes,Electronic check,94.65,4812.75,Yes
